316	史	180461	0.0697157265
317	色	178066	0.0687904897
318	形	177842	0.0687039540
319	望	177387	0.0685281783
320	传	176625	0.0682338023
321	八	176594	0.0682218264
322	府	175390	0.0677566969
323	眼	175349	0.0677408577
324	领	175241	0.0676991352
325	清	175235	0.0676968173
326	决	174391	0.0673707630
327	笑	173440	0.0670033725
328	告	173343	0.0669658995
329	叫	170831	0.0659954632
330	队	170486	0.0658621827
331	强	169857	0.0656191873
332	往	169310	0.0654078702
333	区	168843	0.0652274586
334	交	168593	0.0651308786
335	武	168547	0.0651131079
336	达	168497	0.0650937919
337	社	168283	0.0650111193
338	权	166785	0.0644324117
339	科	165989	0.0641249008
340	九	165868	0.0640781561
341	设	165610	0.0639784855
342	李	164342	0.0634886315
343	观	164070	0.0633835524
344	记	163761	0.0632641795
345	改	162950	0.0629508738
346	展	162560	0.0628002089
347	字	162385	0.0627326029
348	故	162249	0.0626800634
349	品	161665	0.0624544524
350	议	161057	0.0622195697
351	象	160760	0.0621048326
352	花	160137	0.0618641551
353	七	159351	0.0615605075
354	完	159273	0.0615303745
355	林	158915	0.0613920719
356	基	158901	0.0613866634
357	服	158808	0.0613507356
358	带	158751	0.0613287154
359	据	158364	0.0611792094
360	界	158275	0.0611448269
361	云	157253	0.0607500077
362	觉	156903	0.0606147957
363	像	155766	0.0601755496
364	院	155534	0.0600859233
365	飞	153140	0.0591610728
366	远	152267	0.0588238153
367	收	152207	0.0588006361
368	石	151297	0.0584490847
369	众	150676	0.0582091799
370	车	150235	0.0580388127
371	候	149484	0.0577486862
372	类	149419	0.0577235754
373	程	149163	0.0576246774
374	转	149126	0.0576103836
375	共	149119	0.0576076794
376	千	149072	0.0575895223
377	式	148885	0.0575172804
378	失	148762	0.0574697630
379	流	148597	0.0574060202
380	每	148088	0.0572093832
381	该	147670	0.0570479014
382	朝	147649	0.0570397887
383	始	147204	0.0568678762
384	连	146272	0.0565078258
385	术	145952	0.0563842033
386	近	145903	0.0563652736
387	格	145517	0.0562161541
388	济	145485	0.0562037918
389	干	145235	0.0561072118
390	运	145084	0.0560488774
391	怎	144959	0.0560005874
392	步	144832	0.0559515247
393	台	144516	0.0558294476
394	让	143708	0.0555173008
395	江	142927	0.0552155848
396	河	142025	0.0548671240
397	识	141519	0.0546716460
398	规	141400	0.0546256739
399	拉	140739	0.0543703162
400	切	140280	0.0541929953
401	极	140246	0.0541798604
402	持	140065	0.0541099364
